,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,playlist_year
935,Best Song Ever,Midnight Memories (Deluxe),One Direction,2013-11-25,200106,77,0.652,0.0227,0.877,0.0,0.0789,-2.986,0.0465,118.491,4,2013
936,Unconditionally,PRISM,Katy Perry,2013-01-01,228878,77,0.432,0.00273,0.725,0.0,0.208,-4.862,0.0431,128.902,4,2013
937,Power Trip (feat. Miguel),Born Sinner (Deluxe Version),J. Cole,2013-06-18,241160,77,0.667,0.324,0.608,0.000198,0.426,-7.054,0.216,99.992,4,2013
938,Try,The Truth About Love,P!nk,2012-09-18,247906,76,0.674,0.00144,0.628,0.0,0.0944,-7.079,0.03,103.998,4,2013
939,The Monster,The Marshall Mathers LP2,Eminem,2013-11-05,250188,76,0.781,0.0525,0.853,0.0,0.12,-3.68,0.0715,110.049,4,2013
940,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,233786,76,0.853,0.0239,0.693,0.0,0.11,-6.87,0.275,95.967,4,2013
941,Let Her Go,All The Little Lights,Passenger,2012-08-28,252733,75,0.479,0.365,0.545,0.0,0.0963,-7.346,0.0688,74.897,4,2013
942,Wrecking Ball,Bangerz (Deluxe Version),Miley Cyrus,2013-10-04,221360,77,0.53,0.407,0.422,0.0,0.107,-6.262,0.0342,119.964,4,2013
943,Thrift Shop (feat. Wanz),The Heist,Macklemore,2012-10-09,235613,75,0.781,0.0633,0.526,0.0,0.0457,-6.986,0.293,94.993,4,2013
944,Black Skinhead,Yeezus,Kanye West,2013-06-18,188013,75,0.766,0.0011,0.809,0.0,0.168,-6.123,0.279,130.127,4,2013
945,Pompeii,All This Bad Blood,Bastille,2013-01-01,214147,75,0.679,0.0755,0.715,0.0,0.271,-6.383,0.0407,127.435,4,2013
946,Ho Hey,The Lumineers,The Lumineers,2012-04-03,163133,74,0.685,0.794,0.466,2.06e-06,0.0915,-9.074,0.0304,79.936,4,2013
947,Demons,Night Visions,Imagine Dragons,2012-09-04,175200,74,0.505,0.19,0.71,0.00025,0.329,-3.015,0.0321,89.938,4,2013
948,Sail,Megalithic Symphony,AWOLNATION,2011-03-15,259093,74,0.826,0.441,0.436,0.615,0.0964,-9.583,0.0558,119.051,4,2013
949,Ain't It Fun,Paramore,Paramore,2013-04-05,296520,73,0.61,0.154,0.893,4.41e-05,0.021,-3.681,0.0921,104.031,4,2013
950,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),Lana Del Rey,2013-02-01,214912,73,0.572,0.0157,0.81,6.53e-06,0.13,-5.791,0.0558,126.052,4,2013
951,Ready or Not,Hello My Name Is...,Bridgit Mendler,2012-01-01,200946,73,0.715,0.00351,0.872,3.84e-05,0.107,-3.835,0.0509,93.043,4,2013
952,Love Me,I Am Not A Human Being II (Deluxe),Lil Wayne,2013-01-01,255053,72,0.669,0.0125,0.634,0.0,0.0946,-6.476,0.0327,124.906,4,2013
953,"Hold On, We're Going Home",Nothing Was The Same,Drake,2013-01-01,227880,72,0.777,0.00421,0.414,2.73e-05,0.0724,-7.44,0.0946,100.002,4,2013
954,Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,2012-10-29,212560,71,0.573,0.197,0.929,0.000112,0.0567,-3.942,0.109,127.934,4,2013
955,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,Fall Out Boy,2013-01-01,186826,71,0.558,0.0271,0.924,3.32e-06,0.537,-4.341,0.064,151.99,4,2013
956,Radioactive,Night Visions,Imagine Dragons,2012-09-04,186813,72,0.448,0.106,0.784,0.000108,0.668,-3.686,0.0627,136.245,4,2013
957,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,71,0.583,0.00972,0.621,0.00106,0.181,-6.902,0.0479,140.036,4,2013
958,Come & Get It,Stars Dance (Bonus Track Version),Selena Gomez,2013-01-01,231986,71,0.546,0.0101,0.787,0.00021,0.0809,-4.1,0.0517,79.979,4,2013
959,Work Bitch,Britney Jean (Deluxe Version),Britney Spears,2013-11-30,247960,70,0.629,0.155,0.824,0.000628,0.0651,-6.53,0.159,128.01,4,2013
960,22,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,232120,70,0.661,0.00215,0.729,0.0013,0.0477,-6.561,0.0376,103.987,4,2013
961,I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,2013-08-27,157152,69,0.711,0.00952,0.906,1.64e-05,0.153,-2.671,0.0284,125.916,4,2013
962,We Own It (Fast & Furious),B.O.A.T.S. II #METIME (Deluxe),2 Chainz,2013-01-01,227906,69,0.563,0.0545,0.902,0.0,0.0524,-4.586,0.402,171.999,4,2013
963,Here's to Never Growing Up,Avril Lavigne (Expanded Edition),Avril Lavigne,2013-11-01,214320,69,0.482,0.0111,0.873,0.0,0.409,-3.145,0.0853,165.084,4,2013
964,Cocoa Butter Kisses,Acid Rap,Chance the Rapper,2013-04-30,307187,69,0.679,0.0518,0.645,0.0,0.145,-7.777,0.222,125.795,4,2013
965,Lose Yourself to Dance (feat. Pharrell Williams),Random Access Memories,Daft Punk,2013-05-17,353893,69,0.832,0.0839,0.659,0.00114,0.0753,-7.828,0.057,100.163,4,2013
966,#thatPOWER,#willpower (Deluxe),will.i.am,2013-01-01,279506,67,0.797,0.00112,0.608,7.66e-05,0.0748,-6.096,0.0584,127.999,4,2013
967,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,213506,69,0.747,0.0128,0.705,0.0,0.126,-5.137,0.126,136.024,4,2013
968,It's a Beautiful Day,To Be Loved,Michael Bublé,2013-04-11,199266,67,0.532,0.0559,0.795,0.0,0.295,-3.979,0.0358,143.837,4,2013
969,Thinking About You (feat. Ayah Marar),18 Months,Calvin Harris,2012-10-29,247933,67,0.725,0.00262,0.874,0.000412,0.0958,-3.715,0.0396,127.985,4,2013
970,Everything Has Changed,Red (Big Machine Radio Release Special),Taylor Swift,2012-10-22,245413,67,0.624,0.36,0.458,3.89e-06,0.311,-6.755,0.0287,80.016,4,2013
971,Love Me Again,Tribute,John Newman,2013-01-01,239894,66,0.495,0.00453,0.894,0.000596,0.103,-4.814,0.0441,126.03,4,2013
972,Started From the Bottom,Nothing Was The Same,Drake,2013-01-01,174133,66,0.793,0.0319,0.524,0.0,0.156,-7.827,0.156,86.325,4,2013
973,Berzerk,The Marshall Mathers LP2 (Deluxe),Eminem,2013-11-05,238746,66,0.739,0.0217,0.872,0.0,0.26,-4.059,0.333,95.084,4,2013
974,One Way or Another (Teenage Kicks),One Way Or Another (Teenage Kicks),One Direction,2013-02-17,157293,66,0.489,0.025,0.867,0.0,0.586,-3.121,0.071,162.131,4,2013
975,Suit & Tie (feat. Jay-Z),The 20/20 Experience (Deluxe Version),Justin Timberlake,2013-03-15,326280,66,0.795,0.103,0.596,0.0,0.164,-3.799,0.219,101.985,4,2013
976,Burn,Halcyon Days,Ellie Goulding,2013-01-01,231211,66,0.559,0.31,0.777,0.0,0.105,-5.031,0.0432,87.016,4,2013
977,Wild for the Night (feat. Skrillex & Birdy Nam Nam),LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,2013,212640,66,0.757,0.0481,0.848,0.0,0.121,-4.234,0.335,139.995,4,2013
978,The Way,Yours Truly,Ariana Grande,2013-01-01,227026,66,0.645,0.294,0.878,0.0,0.076,-3.208,0.113,82.324,4,2013
979,Maus Bocados,Continua,Cristiano Araújo,2013-09-23,193680,61,0.568,0.269,0.837,0.0,0.11,-4.01,0.0465,174.061,4,2014
980,Only Love Can Hurt Like This,A Perfect Contradiction (Outsiders' Expanded Edition),Paloma Faith,2014-03-10,232893,87,0.566,0.0958,0.885,9.97e-05,0.334,-4.528,0.0818,90.99,4,2014
981,Gaveta - Ao Vivo,Sinta Essa Experiência (Ao Vivo),Fernando & Sorocaba,2014-05-23,200586,44,0.585,0.758,0.375,0.0,0.149,-5.924,0.053,81.883,4,2014
982,I'm Not The Only One,In The Lonely Hour,Sam Smith,2014-05-26,239316,85,0.677,0.529,0.485,2.04e-05,0.0766,-5.795,0.0361,82.001,4,2014
983,Logo Eu,Os Anjos Cantam,Jorge & Mateus,2015-03-23,155720,61,0.558,0.376,0.701,0.0,0.26,-6.906,0.0982,183.927,4,2014
984,All of Me,Love In The Future (Expanded Edition),John Legend,2013-08-30,269560,84,0.422,0.922,0.264,0.0,0.132,-7.064,0.0322,119.93,4,2014
985,"Caraca, Muleke!","Outro Dia, Outra História",Thiaguinho,2014-04-14,170120,52,0.778,0.157,0.786,0.0,0.349,-8.463,0.0491,96.038,4,2014
986,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,82,0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,4,2014
987,Summer,Motion,Calvin Harris,2014-10-31,222533,82,0.596,0.0211,0.856,0.0178,0.141,-3.556,0.0346,127.949,4,2014
988,A Sky Full of Stars,Ghost Stories,Coldplay,2014-05-19,267866,82,0.545,0.00617,0.675,0.00197,0.209,-6.474,0.0279,124.97,4,2014
989,Story of My Life,Midnight Memories (Deluxe),One Direction,2013-11-25,245493,82,0.6,0.225,0.663,0.0,0.119,-5.802,0.0477,121.07,4,2014
990,Maps,V,Maroon 5,2014-09-02,189960,82,0.742,0.0205,0.713,0.0,0.059,-5.522,0.0303,120.032,4,2014
991,"Happy - From ""Despicable Me 2""",G I R L,Pharrell Williams,2014-03-03,232720,80,0.647,0.219,0.822,0.0,0.0908,-4.662,0.183,160.019,4,2014
992,Stay With Me,In The Lonely Hour,Sam Smith,2014-05-26,172723,81,0.418,0.588,0.42,6.39e-05,0.11,-6.444,0.0414,84.094,4,2014
993,Rude,Don't Kill the Magic,MAGIC!,2014-06-25,224840,80,0.773,0.0422,0.758,0.0,0.305,-4.993,0.0381,144.033,4,2014
994,Best Day Of My Life,"Oh, What A Life",American Authors,2014-01-01,194240,80,0.673,0.0591,0.902,0.000262,0.0558,-2.392,0.0346,100.012,4,2014
995,Riptide,Dream Your Life Away (Special Edition),Vance Joy,2014-09-09,204280,79,0.484,0.431,0.731,0.0,0.151,-6.694,0.0379,101.654,4,2014
996,Bang Bang,Sweet Talker (Deluxe Version),Jessie J,2014-10-14,199386,79,0.706,0.26,0.786,0.0,0.38,-3.417,0.091,150.028,4,2014
997,Outside (feat. Ellie Goulding),Motion,Calvin Harris,2014-10-31,227266,78,0.646,0.213,0.823,0.0,0.322,-4.123,0.0394,128.035,4,2014
998,Sugar,V,Maroon 5,2014-09-02,235493,80,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,2014
999,Waves - Robin Schulz Radio Edit,Waves (Robin Schulz Radio Edit),Mr. Probz,2014-02-07,208133,78,0.829,0.00821,0.51,0.00143,0.0829,-9.334,0.0369,119.994,4,2014
1000,Am I Wrong,Black Star Elephant,Nico & Vinz,2014,245866,78,0.729,0.175,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,4,2014
1001,Counting Stars,Native,OneRepublic,2014-01-01,257839,78,0.664,0.0654,0.705,0.0,0.115,-4.972,0.0382,122.017,4,2014
1002,Collard Greens,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,299960,77,0.825,0.025,0.575,9.94e-06,0.205,-4.87,0.0633,153.954,4,2014
1003,Team,Pure Heroine,Lorde,2013-09-27,193058,77,0.69,0.167,0.578,0.0,0.305,-7.436,0.0929,99.961,4,2014
1004,Cool Kids,Talking Dreams (Deluxe Edition),Echosmith,2013-10-04,237626,77,0.719,0.0372,0.671,8.21e-06,0.12,-6.279,0.0336,130.027,4,2014
1005,Shower,Shower,Becky G,2014-04-23,206166,77,0.699,0.0317,0.529,3.59e-05,0.285,-7.548,0.0487,119.987,4,2014
1006,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,77,0.472,0.00937,0.714,0.0,0.0764,-4.389,0.0334,98.992,4,2014
1007,Animals,V,Maroon 5,2014-09-02,231013,79,0.279,0.000185,0.742,0.0,0.593,-6.46,0.0898,189.868,4,2014
1008,Blame (feat. John Newman),Motion,Calvin Harris,2014-10-31,212960,76,0.414,0.0287,0.857,0.00574,0.343,-4.078,0.0808,128.024,4,2014
1009,Jealous,Jealous - EP,Labrinth,2014-11-23,287693,76,0.439,0.874,0.153,0.0,0.107,-8.95,0.0479,116.76,3,2014
1010,Blank Space,1989,Taylor Swift,2014-10-27,231826,75,0.753,0.085,0.678,1.64e-06,0.13,-5.421,0.0644,96.006,4,2014
1011,Break Free,My Everything (Deluxe),Ariana Grande,2014-08-25,214840,75,0.687,0.0064,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4,2014
1012,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Various Artists,2013-01-01,223840,74,0.543,0.558,0.485,0.0,0.12,-6.85,0.0305,136.961,4,2014
1013,Dark Horse,PRISM,Katy Perry,2013-01-01,215672,74,0.647,0.00314,0.585,0.0,0.165,-6.123,0.0512,131.934,4,2014
1014,Demons,Night Visions,Imagine Dragons,2012-09-04,175200,74,0.505,0.19,0.71,0.00025,0.329,-3.015,0.0321,89.938,4,2014
1015,Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,74,0.49,0.00218,0.885,0.0,0.0741,-4.121,0.0396,166.996,4,2014
1016,Stolen Dance,Sadnecessary,Milky Chance,2014-06-20,313684,74,0.885,0.427,0.581,0.000204,0.0759,-8.813,0.0378,114.016,4,2014
1017,Magic,Ghost Stories,Coldplay,2014-05-19,285014,73,0.738,0.0266,0.482,0.621,0.106,-8.917,0.0402,93.457,4,2014
1018,Shake It Off,1989,Taylor Swift,2014-10-27,219200,73,0.647,0.0561,0.785,0.0,0.148,-5.414,0.165,160.015,4,2014
1019,Loyal (feat. Lil Wayne & Tyga),X (Expanded Edition),Chris Brown,2014-09-16,264946,73,0.841,0.0168,0.522,1.37e-06,0.188,-5.963,0.049,99.059,4,2014
1020,Problem,My Everything (Deluxe),Ariana Grande,2014-08-25,193920,74,0.66,0.0192,0.805,8.83e-06,0.159,-5.352,0.153,103.008,4,2014
1021,Prayer in C - Robin Schulz Radio Edit,Prayer in C,Lilly Wood and The Prick,2014-05-16,189413,73,0.763,0.024,0.875,5.41e-06,0.599,-5.797,0.0262,123.013,4,2014
1022,Don't Tell 'Em,Late Nights: The Album,Jeremih,2015-12-04,266840,73,0.856,0.392,0.527,0.0,0.11,-5.225,0.0997,98.052,4,2014
1023,All About That Bass,Title (Deluxe),Meghan Trainor,2015-01-09,187920,73,0.807,0.0573,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,4,2014
1024,Habits (Stay High),Queen Of The Clouds,Tove Lo,2014-01-01,209160,73,0.729,0.0702,0.65,6.69e-05,0.0829,-3.539,0.0313,110.02,4,2014
1025,Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,194561,73,0.794,0.0505,0.51,1.81e-06,0.0562,-7.314,0.42,167.879,4,2014
1026,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),Clean Bandit,2014-01-17,227833,72,0.799,0.162,0.586,2.03e-06,0.193,-6.735,0.0377,120.97,4,2014
1027,Don't,x (Deluxe Edition),Ed Sheeran,2014-06-21,219840,72,0.806,0.0113,0.608,0.0,0.635,-7.008,0.0659,95.049,4,2014
1028,Under Control (feat. Hurts),Motion,Calvin Harris,2014-10-31,184280,72,0.544,0.129,0.915,0.000914,0.115,-3.405,0.0841,126.094,4,2014
1029,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,202496,72,0.494,0.000569,0.951,0.0,0.327,-4.237,0.132,160.025,4,2014
1030,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,71,0.583,0.00972,0.621,0.00106,0.181,-6.902,0.0479,140.036,4,2014
1031,2 On (feat. ScHoolboy Q),Aquarius,Tinashe,2014-10-01,227000,71,0.742,0.15,0.595,0.0,0.111,-7.51,0.107,101.013,4,2014
1032,Turn Down for What,Turn Down for What,DJ Snake,2013-12-18,213733,71,0.818,0.00107,0.799,0.128,0.057,-4.1,0.156,100.014,4,2014
1033,Chandelier,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,216120,70,0.399,0.0197,0.787,6.07e-05,0.0685,-2.88,0.0499,117.089,5,2014
1034,Up (feat. Demi Lovato),Never Been Better (Expanded Edition),Olly Murs,2014-11-24,224293,70,0.692,0.0146,0.831,0.0,0.103,-5.389,0.034,114.972,4,2014
1035,Fancy,The New Classic (Deluxe Version),Iggy Azalea,2014-01-01,199938,69,0.912,0.0904,0.716,0.0,0.0491,-4.141,0.0697,94.981,4,2014
1036,Show Me (feat. Chris Brown),My Own Lane (Expanded Edition),Kid Ink,2014-01-06,217800,68,0.711,0.0355,0.508,0.0,0.141,-7.299,0.0502,98.098,4,2014
1037,Talking Body,Queen Of The Clouds,Tove Lo,2014-09-24,238426,67,0.736,0.0966,0.761,0.0,0.0823,-5.449,0.0338,119.999,4,2014
1038,You Know You Like It,You Know You Like It,DJ Snake,2014-10-14,247266,69,0.407,0.0141,0.725,2.46e-06,0.306,-5.346,0.188,196.093,4,2014
1039,Somebody,Somebody,Natalie La Rose,2014-01-06,189906,67,0.83,0.000792,0.52,1.25e-05,0.0656,-8.714,0.0376,104.99,4,2014
1040,Anaconda,The Pinkprint (Deluxe),Nicki Minaj,2014-12-15,260240,67,0.964,0.0668,0.605,7.78e-06,0.214,-6.223,0.179,129.994,4,2014
1041,Money On My Mind,In The Lonely Hour,Sam Smith,2014-05-26,192670,67,0.688,0.204,0.841,0.000295,0.229,-5.217,0.179,133.912,4,2014
1042,Hideaway,Sound Of A Woman,Kiesza,2014-10-21,251986,67,0.838,0.0862,0.72,0.00696,0.0772,-4.135,0.0483,122.993,4,2014
1043,Geronimo,Bombs Away,Sheppard,2015-03-10,218227,67,0.705,0.456,0.78,0.00152,0.115,-6.267,0.0805,142.028,4,2014
1044,Elastic Heart,1000 Forms Of Fear (Deluxe Version),Sia,2015-05-04,257200,66,0.421,0.0117,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4,2014
1045,Red Lights,A Town Called Paradise,Tiësto,2014-06-13,262200,66,0.654,0.000629,0.83,1.13e-06,0.121,-4.801,0.0366,124.989,4,2014
1046,Burn,Halcyon Days,Ellie Goulding,2013-01-01,231211,66,0.559,0.31,0.777,0.0,0.105,-5.031,0.0432,87.016,4,2014
1047,First,Hold My Home,Cold War Kids,2014-10-31,200360,66,0.468,0.0202,0.692,2.39e-06,0.523,-4.015,0.0295,78.009,4,2014
1048,I Will Never Let You Down,I Will Never Let You Down,Rita Ora,2014-03-31,203466,65,0.753,0.403,0.801,0.0,0.128,-3.215,0.0296,128.011,4,2014
1049,Bang,Bang,Anitta,2015-10-13,190280,56,0.896,0.18,0.847,0.019,0.0679,-4.005,0.0414,104.996,4,2015
1050,The Hills,Beauty Behind The Madness,The Weeknd,2015-08-28,242253,87,0.585,0.0671,0.564,0.0,0.135,-7.063,0.0515,113.003,4,2015
1051,Pior Que Sinto Falta,Disponível,Lexa,2015-09-11,201760,44,0.682,0.304,0.59,0.0,0.113,-6.729,0.029,93.939,4,2015
1052,The Nights,The Days / Nights,Avicii,2014-01-01,176658,85,0.527,0.0166,0.835,0.0,0.249,-5.298,0.0433,125.983,4,2015
1053,Demorô,Biel,Biel,2015-06-09,176706,24,0.848,0.191,0.758,0.0,0.084,-4.605,0.0554,97.016,4,2015
1054,The Less I Know The Better,Currents,Tame Impala,2015-07-17,216320,84,0.64,0.0115,0.74,0.00678,0.167,-4.083,0.0284,116.879,4,2015
1055,Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,84,0.734,0.0462,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4,2015
1056,Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,83,0.609,0.835,0.378,0.0,0.28,-9.828,0.438,100.418,4,2015
1057,Shut Up and Dance,TALKING IS HARD,WALK THE MOON,2014-12-02,199080,83,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,4,2015
1058,Uptown Funk (feat. Bruno Mars),Uptown Special,Mark Ronson,2015-01-12,269666,83,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,2015
1059,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,2014-06-21,281560,82,0.781,0.474,0.445,0.0,0.184,-6.061,0.0295,78.998,4,2015
1060,One Last Time,My Everything (Deluxe),Ariana Grande,2014-08-25,197266,81,0.628,0.093,0.593,1.65e-06,0.096,-5.036,0.0323,125.026,4,2015
1061,Cool for the Summer,Confident,Demi Lovato,2015-01-01,214739,81,0.583,0.00425,0.61,0.000105,0.14,-5.639,0.0382,114.06,4,2015
1062,Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,81,0.705,0.113,0.769,0.0,0.105,-5.526,0.0425,107.949,4,2015
1063,See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015,229525,81,0.689,0.369,0.481,1.03e-06,0.0649,-7.503,0.0815,80.025,4,2015
1064,Sugar,V,Maroon 5,2014-09-02,235493,80,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,2015
1065,Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-20,228360,79,0.393,0.00359,0.858,0.0,0.102,-2.868,0.0729,176.042,4,2015
1066,Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,80,0.654,0.0797,0.76,0.0,0.299,-3.669,0.045,99.945,4,2015
1067,Alright,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,219333,79,0.796,0.0742,0.766,0.0,0.0827,-5.974,0.238,110.034,4,2015
1068,Like I Can,In The Lonely Hour,Sam Smith,2014-05-26,167065,79,0.656,0.343,0.627,2.17e-05,0.124,-6.627,0.0379,99.933,4,2015
1069,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Delirium (Deluxe),Ellie Goulding,2015-11-06,252534,79,0.262,0.247,0.606,0.0,0.125,-6.646,0.0484,189.857,4,2015
1070,Hotline Bling,Views,Drake,2016-05-06,267066,78,0.891,0.00258,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4,2015
1071,Perfect,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,230333,78,0.647,0.0598,0.823,0.0,0.119,-5.231,0.0762,99.933,4,2015
1072,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2015-01-09,225053,77,0.63,0.4,0.53,0.0,0.177,-7.259,0.0434,108.038,3,2015
1073,Fight Song,Wildfire,Rachel Platten,2016-01-01,204013,77,0.564,0.0549,0.714,0.0,0.155,-4.987,0.129,175.924,4,2015
1074,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack","Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",The Weeknd,2014-12-23,252226,77,0.659,0.385,0.381,0.0,0.0972,-5.922,0.0304,119.844,3,2015
1075,Love Me Harder,My Everything (Deluxe),Ariana Grande,2014-08-25,236133,77,0.472,0.00937,0.714,0.0,0.0764,-4.389,0.0334,98.992,4,2015
1076,What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,77,0.845,0.59,0.567,0.00142,0.0811,-8.118,0.0956,125.02,4,2015
1077,Firestone,Cloud Nine,Kygo,2016-05-13,271640,77,0.704,0.393,0.634,3.17e-05,0.0952,-7.374,0.0428,113.927,4,2015
1078,Sugar (feat. Francesco Yates),Sugar,Robin Schulz,2015-09-25,219043,76,0.636,0.0185,0.815,0.0,0.163,-5.098,0.0581,123.063,4,2015
1079,FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,76,0.582,0.875,0.272,0.0,0.13,-5.662,0.0501,205.846,4,2015
1080,How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,76,0.738,0.0392,0.868,0.00169,0.388,-4.373,0.0731,122.003,4,2015
1081,My House,My House,Flo Rida,2015-04-07,192190,76,0.688,0.0215,0.702,0.0,0.128,-4.792,0.0499,94.006,4,2015
1082,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,2016-06-17,177184,76,0.886,0.0312,0.427,0.00099,0.0906,-10.028,0.145,108.034,4,2015
1083,Take Me to Church,Hozier (Expanded Edition),Hozier,2014-09-19,241693,76,0.566,0.634,0.664,0.0,0.116,-5.303,0.0464,128.945,4,2015
1084,Blank Space,1989,Taylor Swift,2014-10-27,231826,75,0.753,0.085,0.678,1.64e-06,0.13,-5.421,0.0644,96.006,4,2015
1085,Black Magic,Get Weird (Expanded Edition),Little Mix,2015-11-06,211786,75,0.776,0.0343,0.875,0.0,0.314,-5.535,0.0575,111.988,4,2015
1086,Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,75,0.752,0.0151,0.754,0.0,0.0486,-6.684,0.0615,149.789,4,2015
1087,In The Night,Beauty Behind The Madness,The Weeknd,2015-08-28,235653,74,0.505,0.0796,0.68,0.0,0.0465,-4.993,0.0714,168.022,3,2015
1088,Renegades,VHS,X Ambassadors,2015-06-30,195200,74,0.526,0.0144,0.862,0.0597,0.229,-6.003,0.0905,90.052,4,2015
1089,Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,74,0.506,0.00711,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4,2015
1090,I Don't Fuck With You,Dark Sky Paradise,Big Sean,2015-02-24,284386,74,0.824,0.0362,0.733,0.0,0.325,-5.474,0.0613,97.972,4,2015
1091,Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,250285,74,0.432,0.041,0.781,4.21e-06,0.0789,-4.038,0.0567,139.432,4,2015
1092,When We Were Young,25,Adele,2015-11-20,290900,74,0.376,0.303,0.595,0.0,0.095,-5.936,0.0496,144.361,4,2015
1093,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196693,74,0.618,0.00256,0.717,0.0,0.625,-5.738,0.318,190.05,4,2015
1094,Style,1989,Taylor Swift,2014-10-27,231000,74,0.598,0.00253,0.786,0.0016,0.117,-5.572,0.0383,95.019,4,2015
1095,King Kunta,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,234693,74,0.884,0.00589,0.657,0.0,0.154,-4.569,0.0977,107.059,4,2015
1096,Worth It (feat. Kid Ink),Reflection (Deluxe),Fifth Harmony,2015-01-30,224573,73,0.884,0.063,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4,2015
1097,Antidote,Rodeo (Expanded Edition),Travis Scott,2015-09-04,262693,73,0.713,0.00767,0.526,0.000148,0.124,-5.046,0.032,131.05,4,2015
